loss,accuracy,val_loss,val_accuracy,lr
0.020290691405534744,0.8855791687965393,0.05477633699774742,0.17239174246788025,0.0010000000474974513
0.012941688299179077,0.9315279722213745,0.07664687186479568,0.26603326201438904,0.0010000000474974513
0.01078373659402132,0.9455307722091675,0.016537517309188843,0.9339028000831604,0.0010000000474974513
0.009739014320075512,0.9520866870880127,0.010472129099071026,0.9483373165130615,0.0010000000474974513
0.00906667672097683,0.9564269185066223,0.011015990749001503,0.9509866833686829,0.0010000000474974513
0.00855274312198162,0.9594878554344177,0.008950602263212204,0.9569249153137207,0.0010000000474974513
0.008137005381286144,0.9613838195800781,0.008646439760923386,0.9562397003173828,0.0010000000474974513
0.007867980748414993,0.9633026719093323,0.010533653199672699,0.9598026871681213,0.0010000000474974513
0.007486389018595219,0.9641935229301453,0.007806459907442331,0.963731050491333,0.0010000000474974513
0.00708709517493844,0.96684330701828,0.012130874209105968,0.9408459663391113,0.0010000000474974513
0.007077209651470184,0.9670946002006531,0.0072213285602629185,0.9667915105819702,0.0010000000474974513
0.0067192804999649525,0.9680539965629578,0.0375860221683979,0.7971861958503723,0.0010000000474974513
0.0065739997662603855,0.96943598985672,0.008153646253049374,0.9607619047164917,0.0010000000474974513
0.006210522726178169,0.971149206161499,0.006659697741270065,0.9697149395942688,0.0010000000474974513
0.006227761507034302,0.970281183719635,0.010657597333192825,0.9603051543235779,0.0010000000474974513
0.005997824482619762,0.9719030261039734,0.009019991382956505,0.9574730396270752,0.0010000000474974513
0.005883013363927603,0.9720743894577026,0.013176225125789642,0.9277361631393433,0.0010000000474974513
0.005770913790911436,0.9729309678077698,0.006673951167613268,0.9691668152809143,0.0010000000474974513
0.00577782467007637,0.9730452299118042,0.014638983644545078,0.9473323822021484,0.0010000000474974513
0.00550272548571229,0.9732165336608887,0.005379419308155775,0.9736890196800232,0.0010000000474974513
0.005474567413330078,0.9740731716156006,0.010942225344479084,0.9444088935852051,0.0010000000474974513
0.0053477101027965546,0.9749982953071594,0.005152097903192043,0.9766581654548645,0.0010000000474974513
0.005309568718075752,0.9753523468971252,0.00826185755431652,0.962360680103302,0.0010000000474974513
0.0051175435073673725,0.9759348630905151,0.005857785698026419,0.9739630818367004,0.0010000000474974513
0.00502443965524435,0.976266086101532,0.005941691808402538,0.9749223589897156,0.0010000000474974513
0.005019021220505238,0.9760490655899048,0.005286392755806446,0.9754248261451721,0.0010000000474974513
0.004853377118706703,0.9762318134307861,0.0061769308522343636,0.974419891834259,0.0010000000474974513
0.004829457029700279,0.977111279964447,0.005398592911660671,0.977206289768219,0.0010000000474974513
0.004725166130810976,0.9774996042251587,0.005472021643072367,0.974419891834259,0.0010000000474974513
0.004619452636688948,0.97768235206604,0.017292987555265427,0.9382422566413879,0.0010000000474974513
0.0045233010314404964,0.9783904552459717,0.010305790230631828,0.9432669281959534,0.0010000000474974513
0.004602664150297642,0.9778879284858704,0.0068319193087518215,0.9742371439933777,0.0010000000474974513
0.0045585548505187035,0.9778422713279724,0.007030632812529802,0.970628559589386,0.0010000000474974513
0.004409025888890028,0.9789273142814636,0.0051898895762860775,0.9773889780044556,0.0010000000474974513
0.004441215191036463,0.9784361720085144,0.0052772341296076775,0.977206289768219,0.0010000000474974513
0.004296198952943087,0.9798181653022766,0.005947988945990801,0.9766124486923218,0.0010000000474974513
0.004262138623744249,0.979681134223938,0.026867328211665154,0.8990955352783203,0.0010000000474974513
0.004313440527766943,0.9795326590538025,0.0054901838302612305,0.976886510848999,0.0010000000474974513
0.004231925588101149,0.9792242646217346,0.012315947562456131,0.9471496343612671,0.0010000000474974513
0.004122147802263498,0.9804691672325134,0.007245457265526056,0.9582952857017517,0.0010000000474974513
0.004136079456657171,0.9796696901321411,0.01640775427222252,0.9349533915519714,0.0010000000474974513
0.003890227060765028,0.980846107006073,0.010140822269022465,0.9493422508239746,0.0010000000474974513
0.003981431480497122,0.9804120659828186,0.0051974705420434475,0.9779828190803528,0.0010000000474974513
0.003988982643932104,0.9807090759277344,0.005564379971474409,0.9780284762382507,0.0010000000474974513
0.003832251066341996,0.9812687039375305,0.011927314102649689,0.9338571429252625,0.0010000000474974513
0.0039031512569636106,0.9815428256988525,0.007094016298651695,0.9685273170471191,0.0010000000474974513
0.00387675897218287,0.9812344312667847,0.008004596456885338,0.9728211164474487,0.0010000000474974513
0.0038025008980184793,0.9817255735397339,0.004277717787772417,0.980997622013092,0.0010000000474974513
0.0037158129271119833,0.981691300868988,0.007113172672688961,0.9711310267448425,0.0010000000474974513
0.003660790156573057,0.9817484021186829,0.004394893534481525,0.9816827774047852,0.0010000000474974513
0.003719664877280593,0.9819083213806152,0.00909372791647911,0.9512150287628174,0.0010000000474974513
0.0035911500453948975,0.9824108481407166,0.005257530137896538,0.9777544140815735,0.0010000000474974513
0.003589576343074441,0.9820225238800049,0.005862116813659668,0.9786680340766907,0.0010000000474974513
0.0034091933630406857,0.9829705357551575,0.005977861117571592,0.9727297425270081,0.0010000000474974513
0.0034982990473508835,0.9827648997306824,0.004954580683261156,0.9799013137817383,0.0010000000474974513
0.0034877362195402384,0.9824679493904114,0.027920329943299294,0.9093276262283325,0.0010000000474974513
0.0034637374337762594,0.9826278686523438,0.006105716805905104,0.9798099994659424,0.0010000000474974513
0.0033797549549490213,0.9837928414344788,0.00600475026294589,0.9713137149810791,0.0010000000474974513
0.003435072023421526,0.9829819202423096,0.005591665394604206,0.977206289768219,0.0010000000474974513
0.003518083831295371,0.9828106164932251,0.01732981763780117,0.924721360206604,0.0010000000474974513
0.0034267969895154238,0.9830047488212585,0.00961516797542572,0.9552347660064697,0.0010000000474974513
0.003282485995441675,0.9833245873451233,0.029130594804883003,0.9224374294281006,0.0010000000474974513
0.00328656192868948,0.9835073351860046,0.04034705087542534,0.8229033350944519,0.0010000000474974513
0.003331806743517518,0.9836100935935974,0.062245383858680725,0.8927918672561646,0.0010000000474974513
0.003297501476481557,0.9832788705825806,0.004158733878284693,0.9822309613227844,0.0010000000474974513
0.0031549122650176287,0.9845123887062073,0.007235038559883833,0.9635026454925537,0.0010000000474974513
0.0032095853239297867,0.9840326905250549,0.013822686858475208,0.9514434337615967,0.0010000000474974513
0.0031962073408067226,0.9841469526290894,0.009976831264793873,0.9483829736709595,0.0010000000474974513
0.003293809946626425,0.9837471842765808,0.004948986228555441,0.9775260090827942,0.0010000000474974513
0.003130529308691621,0.983987033367157,0.0038956133648753166,0.9842408299446106,0.0010000000474974513
0.0031217471696436405,0.9843410849571228,0.009102384559810162,0.9745112657546997,0.0010000000474974513
0.0031734465155750513,0.9838842153549194,0.009067649021744728,0.963411271572113,0.0010000000474974513
0.003090782556682825,0.9844895601272583,0.00814700685441494,0.9688927531242371,0.0010000000474974513
0.0030169219244271517,0.9849349856376648,0.01614036038517952,0.9202448129653931,0.0010000000474974513
0.003094882471486926,0.9846380352973938,0.020761922001838684,0.9561026692390442,0.0010000000474974513
0.0030122583266347647,0.9847294092178345,0.004392760805785656,0.982733428478241,0.0010000000474974513
0.0029136452358216047,0.9854147434234619,0.0044168694876134396,0.9825963973999023,0.0010000000474974513
0.0029054656624794006,0.9855403304100037,0.005354860331863165,0.9808605909347534,0.0010000000474974513
